KRS,Name,Art,Einwohner,CDU,SPD,FDP,DIE.LINKE,GRÜNE,CSU,PIRATEN,NPD,Tierschutzpartei,REP,ÖDP,FAMILIE,Bündnis.21.RRP,RENTNER,BP,PBC,BüSo,DIE.VIOLETTEN,MLPD,Volksabstimmung,PSG,AfD,BIG,pro.Deutschland,DIE.RECHTE,DIE.FRAUEN,FREIE.WÄHLER,Partei.der.Nichtwähler,PARTEI.DER.VERNUNFT,Die.PARTEI,Wahlbeteiligung,ost_west,Medianeinkommen,Arbeitslosenquote,Ausländeranteil,Schulabgänger.ohne.Abschluss,Kriminalität,Mietpreis,Mietsteigerung,Ländlichkeit
9182,Miesbach,Landkreis,96773,0,14.322,6.323,2.452,7.554,54.477,1.276,0.463,0.686,0.285,1.1,0,0.034,0,1.616,0,0.028,0.171,0.009,0,0,6.076,0,0.051,0,0.141,2.845,0,0.089,0,73.35649237,West,2893,2.9,10.2,3.4,3788,10.23,15.5,48.7
9183,Mühldorf a.Inn,Landkreis,110296,0,13.915,3.981,2.799,5.795,59.38,1.696,0.706,0.763,0.47,1.406,0,0.039,0,1.573,0,0.053,0.241,0.011,0,0,4.074,0,0.066,0,0.168,2.753,0,0.11,0,67.12554544,West,2933,4,8.3,4.8,3742,6.93,23.3,45.4
9184,München,Landkreis,332800,0,19.8,8.323,2.835,9.836,47.025,1.845,0.332,0.702,0.287,0.837,0,0.049,0,0.705,0,0.012,0.099,0.017,0,0,4.87,0,0.06,0,0.125,2.133,0,0.108,0,77.37941199,West,4016,3,14.1,3.6,3517,12.8,16.9,6.2
9185,Neuburg-Schrobenhausen,Landkreis,93505,0,14.668,3.823,3.023,5.336,59.743,1.674,0.948,0.637,0.389,0.753,0,0.037,0,1.117,0,0.027,0.122,0.017,0,0,3.416,0,0.068,0,0.163,3.945,0,0.093,0,69.01591793,West,2952,2.2,7.7,3.1,3592,8.02,32.8,45.7
9186,Pfaffenhofen a.d.Ilm,Landkreis,121594,0,16.506,4.695,3.011,6.391,55.045,1.793,0.91,0.699,0.389,1.226,0,0.014,0,1.407,0,0.021,0.116,0.013,0,0,4.218,0,0.101,0,0.142,3.207,0,0.097,0,70.2425507,West,3135,2.1,8.4,3.8,3638,8.39,24.5,39.7
9187,Rosenheim,Landkreis,251850,0,14.217,4.942,2.692,8.243,55.261,1.616,0.48,0.668,0.76,1.523,0,0.024,0,1.993,0,0.062,0.154,0.013,0,0,4.727,0,0.059,0,0.162,2.309,0,0.095,0,71.76676619,West,2822,2.8,7.9,3.1,12487,8.61,16.8,31.6
9188,Starnberg,Landkreis,131873,0,16.601,10.425,2.611,11.206,46.647,1.776,0.282,0.78,0.162,1.115,0,0.024,0,0.898,0,0.016,0.182,0.011,0,0,5.201,0,0.048,0,0.117,1.791,0,0.106,0,78.23704971,West,3400,3,11.5,2,3506,11.95,16.2,2.6
9189,Traunstein,Landkreis,171978,0,15.01,4.388,3.042,9.079,56.757,1.547,0.548,0.663,0.486,1.343,0,0.036,0,1.487,0,0.031,0.149,0.014,0,0,3.096,0,0.07,0,0.142,1.984,0,0.128,0,69.17384172,West,3030,3.1,7.3,3.8,4270,7.54,17,59.8
9190,Weilheim-Schongau,Landkreis,131190,0,17.167,4.635,3.271,8.293,50.401,1.69,0.587,0.658,0.234,1.81,0,0.055,0,2.082,0,0.015,0.147,0.039,0,0,5.686,0,0.075,0,0.191,2.872,0,0.091,0,72.71573604,West,3306,2.9,7.2,4.1,3506,8.47,14.9,47.9
9261,Landshut,krsfr. Stadt,67509,0,18.357,5.495,4.07,9.483,49.27,1.757,0.605,0.899,0.174,0.981,0,0.013,0,0.902,0,0.016,0.222,0.013,0,0,4.409,0,0.07,0,0.158,2.994,0,0.114,0,65.58762887,West,2941,5,13.5,3.9,11456,9.03,24,0
9262,Passau,krsfr. Stadt,49952,0,20.388,5.872,4.95,8.839,47.866,2.053,0.669,0.727,0.258,2.011,0,0.025,0,0.519,0,0.017,0.087,0.008,0,0,4.143,0,0.042,0,0.15,1.28,0,0.096,0,64.0759246,West,3121,5.2,9.9,4.5,37672,8.07,17.8,0
9263,Straubing,krsfr. Stadt,46027,0,17.977,4.669,4.362,4.905,54.407,1.854,1.402,0.653,0.276,1.628,0,0.01,0,1.025,0,0.03,0.101,0.04,0,0,4.051,0,0.045,0,0.161,2.297,0,0.106,0,57.75297748,West,2859,5.8,11,3.9,8452,6.89,18.4,0
9271,Deggendorf,Landkreis,115699,0,16.491,4.031,3.225,4.616,56.114,1.44,1.471,0.666,0.503,1.031,0,0.031,0,1.237,0,0.018,0.102,0.009,0,0,4.389,0,0.062,0,0.207,4.271,0,0.087,0,60.74445271,West,2873,3.1,5.7,3.6,16711,6.52,15.6,50
9272,Freyung-Grafenau,Landkreis,77927,0,16.669,3.506,3.491,3.994,56.591,1.277,1.652,0.771,0.414,0.962,0,0.05,0,2.303,0,0.008,0.081,0.016,0,0,3.593,0,0.084,0,0.149,4.34,0,0.047,0,60.33194109,West,2573,3.9,3.1,4,2733,4.61,6.4,100
9273,Kelheim,Landkreis,116495,0,17.006,4.223,2.856,5.761,54.96,1.526,1.071,0.687,0.28,1.373,0,0.022,0,1.583,0,0.005,0.136,0.017,0,0,3.112,0,0.084,0,0.172,5.039,0,0.086,0,67.34646981,West,2928,2.8,8.3,3.2,3112,7.36,25.2,52.3
9274,Landshut,Landkreis,151819,0,14.215,4.706,2.744,6.297,55.2,1.487,0.699,0.798,0.336,1.323,0,0.029,0,1.56,0,0.024,0.155,0.01,0,0,3.604,0,0.102,0,0.197,6.397,0,0.118,0,70.17487774,West,2948,2.7,6.7,3.8,2872,7.13,27.9,74.8
9275,Passau,Landkreis,186284,0,18.083,4.097,3.473,5.161,55.475,1.426,1.021,0.746,0.311,1.524,0,0.018,0,1.077,0,0.016,0.109,0.012,0,0,3.811,0,0.077,0,0.167,3.309,0,0.087,0,62.70184768,West,2598,3.7,4.9,3.1,24116,5.89,16.3,68.9
9276,Regen,Landkreis,76265,0,18.478,3.827,3.051,3.973,55.864,1.551,1.288,0.661,0.335,1.198,0,0.027,0,1.126,0,0.011,0.077,0.011,0,0,4.754,0,0.061,0,0.181,3.359,0,0.17,0,60.71844815,West,2702,3.7,3.4,2.2,3014,4.83,11.9,73.7
9277,Rottal-Inn,Landkreis,118164,0,14.401,3.977,2.695,5.251,59.938,1.463,1.154,0.744,0.237,1.786,0,0.056,0,1.253,0,0.034,0.087,0.022,0,0,3.629,0,0.08,0,0.145,2.945,0,0.102,0,64.30428209,West,2644,3.5,7,5.2,9004,5.83,23.1,64
9278,Straubing-Bogen,Landkreis,97967,0,13.69,4.308,2.415,3.495,60.43,1.272,1.413,0.583,0.37,2.196,0,0.013,0,1.438,0,0.008,0.06,0.008,0,0,3.357,0,0.051,0,0.172,4.621,0,0.1,0,69.94284668,West,2696,2.8,4.8,3.1,3068,5.93,19.1,86.9
9279,Dingolfing-Landau,Landkreis,93450,0,16.197,4.201,2.645,4.325,57.194,1.3,1.397,0.644,0.674,1.563,0,0.016,0,1.379,0,0.027,0.14,0.009,0,0,3.598,0,0.079,0,0.225,4.228,0,0.16,0,62.70685331,West,3779,2.7,8.2,2.8,3338,6.48,31.5,61.2
9361,Amberg,krsfr. Stadt,41535,0,23.292,4.512,4.764,6.555,47.845,2.038,1.004,0.707,0.183,1.633,0,0.025,0,0.91,0,0.02,0.109,0.015,0,0,4.2,0,0.054,0,0.183,1.84,0,0.109,0,61.14513901,West,3204,5.9,7.2,3.7,7129,6.26,13.3,0
9362,Regensburg,krsfr. Stadt,142292,0,20.913,5.282,5.047,13.245,42.519,2.583,0.503,0.703,0.157,1.48,0,0.024,0,0.475,0,0.019,0.144,0.022,0,0,4.178,0,0.051,0,0.175,2.401,0,0.078,0,66.40090011,West,3454,4.4,12.1,4.6,13567,9.9,14.5,0
9363,Weiden i.d.OPf.,krsfr. Stadt,41817,0,26.12,3.984,4.995,5.273,47.22,1.902,1.372,0.676,0.141,0.89,0,0.019,0,0.764,0,0.01,0.122,0,0,0,4.392,0,0.058,0,0.214,1.717,0,0.131,0,62.38121015,West,2684,7.1,7.3,3.4,9680,6.18,5.8,0
9371,Amberg-Sulzbach,Landkreis,103045,0,22.765,3.614,3.45,5.366,50.993,1.906,1.094,0.613,0.306,1.445,0,0.036,0,1.003,0,0.017,0.081,0.016,0,0,3.324,0,0.086,0,0.159,3.609,0,0.116,0,70.87406869,West,2940,3.2,3.8,1.8,2597,5.28,4.9,66.3
9372,Cham,Landkreis,125844,0,14.836,3.947,2.885,4.191,57.83,1.476,1.055,0.709,0.379,0.88,0,0.025,0,1.58,0,0.02,0.079,0.019,0,0,3.206,0,0.072,0,0.17,6.522,0,0.12,0,64.31931324,West,2608,3.3,3.5,1.8,3117,5.22,17.2,85.3
9373,Neumarkt i.d.OPf.,Landkreis,128975,0,15.56,3.67,2.919,6.374,57.075,1.961,1.046,0.675,0.221,1.106,0,0.038,0,0.852,0,0.022,0.102,0.028,0,0,3.489,0,0.067,0,0.211,4.495,0,0.088,0,72.6652903,West,2989,2.2,5.9,3.6,3357,7.12,37.2,64.1
9374,Neustadt a.d.Waldnaab,Landkreis,95184,0,22.941,3.191,3.078,4.246,51.784,1.418,1.869,0.605,0.268,1.13,0,0.037,0,1.04,0,0.011,0.073,0.015,0,0,3.764,0,0.097,0,0.227,4.077,0,0.13,0,71.82960857,West,2776,3.9,3.5,4.7,4551,5.19,7.9,79.5
9375,Regensburg,Landkreis,187205,0,18.2,4.134,3.103,6.578,52.266,1.556,0.914,0.763,0.359,1.524,0,0.019,0,0.972,0,0.01,0.112,0.018,0,0,4.052,0,0.066,0,0.156,5.119,0,0.082,0,71.02290663,West,2951,2.4,5.7,2.7,2541,7.36,17.3,35.9
9376,Schwandorf,Landkreis,143614,0,23.276,2.857,3.515,4.282,51.968,1.596,1.362,0.747,0.298,1.276,0,0.035,0,1.461,0,0.011,0.069,0.035,0,0,3.33,0,0.077,0,0.191,3.507,0,0.108,0,66.2293935,West,2783,3.3,5.1,2.6,3624,5.81,17.6,67.8
9377,Tirschenreuth,Landkreis,73250,0,20.189,3.27,2.996,3.925,56.733,1.393,1.426,0.711,0.267,0.701,0,0.007,0,0.814,0,0.026,0.094,0.023,0,0,3.021,0,0.103,0,0.202,3.948,0,0.15,0,71.24237061,West,2759,4.5,2.7,2.3,3350,4.35,3.4,100
9461,Bamberg,krsfr. Stadt,71952,0,22.148,5.334,5.494,13.245,41.477,2.856,0.925,0.704,0.316,0.858,0,0.036,0,0.352,0,0.017,0.109,0.106,0,0,4.317,0,0.042,0,0.229,1.333,0,0.101,0,65.99476392,West,3159,5,9.2,3.7,8775,8.36,14.8,0
9462,Bayreuth,krsfr. Stadt,71601,0,24.926,6.708,3.801,9.256,44.138,2.348,0.683,0.723,0.217,0.549,0,0.043,0,0.265,0,0.008,0.094,0.021,0,0,4.435,0,0.037,0,0.217,1.454,0,0.078,0,66.02166775,West,3012,6.1,8.5,4.7,7769,7.82,17.1,0
9463,Coburg,krsfr. Stadt,41062,0,28.847,5.265,5.195,9.378,40.085,1.958,1.148,0.618,0.112,0.661,0,0.019,0,0.272,0,0.019,0.094,0.037,0,0,4.872,0,0.056,0,0.15,1.134,0,0.08,0,66.350667,West,3281,5.8,7.9,6.1,8365,6.75,15,0
9464,Hof,krsfr. Stadt,44325,0,25.107,4.206,5.411,6.198,45.971,2.392,1.163,0.875,0.368,0.349,0,0.033,0,0.544,0,0.014,0.079,0.028,0,0,5.323,0,0.074,0,0.177,1.535,0,0.154,0,63.25390591,West,2508,6.9,11.2,7.7,10292,4.74,16.9,0
9471,Bamberg,Landkreis,144695,0,17.863,4.023,3.638,5.818,54.1,2.141,2.036,0.775,0.716,0.654,0,0.036,0,0.882,0,0.016,0.104,0.034,0,0,4.045,0,0.08,0,0.317,2.601,0,0.12,0,71.98977159,West,2715,2.9,3.1,4.4,2715,6.09,9.5,38.2
9472,Bayreuth,Landkreis,104615,0,23.494,3.812,2.939,5.404,52.209,1.676,1.042,0.657,0.499,0.448,0,0.031,0,0.408,0,0.011,0.093,0.016,0,0,3.473,0,0.075,0,0.22,3.398,0,0.095,0,72.3433386,West,2677,3.7,2.8,2.9,3003,5.61,13.6,77.3
9473,Coburg,Landkreis,86715,0,28.134,3.999,4.196,5.802,45.906,1.477,1.6,0.641,0.217,0.504,0,0.03,0,0.295,0,0.014,0.117,0.042,0,0,4.411,0,0.058,0,0.211,2.263,0,0.08,0,70.81786224,West,2483,4.1,3.7,6.1,3568,5.76,16,38
9474,Forchheim,Landkreis,113900,0,19.421,4.874,3.457,7.87,50.252,1.927,1.115,0.779,0.554,0.516,0,0.033,0,0.294,0,0.017,0.114,0.021,0,0,4.116,0,0.062,0,0.198,4.288,0,0.093,0,73.91061577,West,2856,3,5,3.8,3216,7.01,13.8,33.7
9475,Hof,Landkreis,96608,0,25.68,3.662,4.515,5.116,48.553,1.899,1.081,0.868,0.348,0.477,0,0.023,0,0.457,0,0.009,0.063,0.014,0,0,4.397,0,0.106,0,0.212,2.392,0,0.127,0,70.70916635,West,2539,4.1,4,3,5575,4.41,8.4,74.8
9476,Kronach,Landkreis,67998,0,26.871,3.451,3.102,3.616,51.364,1.61,1.477,0.578,0.219,0.367,0,0.015,0,0.255,0,0.015,0.079,0.025,0,0,3.807,0,0.053,0,0.27,2.717,0,0.107,0,69.83898186,West,2529,4.4,3.1,3.2,3725,5.8,17.5,56.5
9477,Kulmbach,Landkreis,72541,0,25.465,3.634,3.975,5.325,49.034,1.75,1.075,0.789,0.26,0.572,0,0.029,0,0.324,0,0.005,0.086,0.026,0,0,3.801,0,0.098,0,0.241,3.412,0,0.098,0,69.94893153,West,2772,4.9,3,5.2,3701,5.4,16.2,55.2
9478,Lichtenfels,Landkreis,66540,0,20.947,3.566,3.197,4.7,54.261,1.934,1.752,0.65,0.289,0.802,0,0.008,0,0.524,0,0.013,0.12,0.008,0,0,3.972,0,0.091,0,0.217,2.846,0,0.102,0,69.04940188,West,2509,4.6,3.5,4.6,4418,5.52,23.8,30.8
9479,Wunsiedel i.Fichtelgebirge,Landkreis,73403,0,28.949,3.645,4.799,5.275,45.229,1.694,1.506,0.887,0.428,0.404,0,0.05,0,0.557,0,0.015,0.087,0.012,0,0,3.747,0,0.079,0,0.196,2.313,0,0.129,0,67.35346476,West,2754,5.4,5.4,4.7,5947,4.21,9.3,39.3
9561,Ansbach,krsfr. Stadt,40010,0,27.222,4.238,5.288,10.098,40.222,2.064,1.056,0.764,0.26,1.316,0,0.114,0,0.676,0,0.005,0.13,0.01,0,0,4.046,0,0.109,0,0.146,2.174,0,0.062,0,62.07658321,West,3005,5.1,8.4,1.1,7823,6.74,19.7,0
9562,Erlangen,krsfr. Stadt,106423,0,25.617,6.026,5.304,14.089,36.836,3.01,0.499,0.638,0.143,1.188,0,0.041,0,0.301,0,0.026,0.116,0.06,0,0,4.102,0,0.051,0,0.13,1.725,0,0.099,0,74.19677541,West,4366,4.1,13.8,3.3,6033,9.51,11,0
9563,Fürth,krsfr. Stadt,121519,0,28.608,4.758,7.042,10.647,35.88,3.081,0.897,0.679,0.404,0.543,0,0.056,0,0.426,0,0.025,0.096,0.042,0,0,4.846,0,0.081,0,0.164,1.615,0,0.11,0,65.19039783,West,3086,6.7,15.7,6.3,4966,8.35,15.1,0
9564,Nürnberg,krsfr. Stadt,501072,0,27.746,4.853,6.619,10.88,37.073,2.913,1.065,0.763,0.351,0.676,0,0.068,0,0.257,0,0.015,0.111,0.085,0,0,4.59,0,0.065,0,0.185,1.574,0,0.109,0,66.87091948,West,3317,7.6,18.6,8.5,9651,8.84,18.8,0
9565,Schwabach,krsfr. Stadt,39941,0,26.276,4.837,4.542,9.484,42.42,2.009,0.814,0.752,0.371,0.652,0,0.048,0,0.286,0,0.01,0.105,0.01,0,0,4.904,0,0.043,0,0.143,2.176,0,0.119,0,70.75143736,West,2833,4.2,9.9,7.9,4729,7.44,10.2,0
9571,Ansbach,Landkreis,179419,0,20.636,5.064,3.77,8.379,48.125,1.942,1.325,0.7,0.427,1.124,0,0.078,0,0.511,0,0.021,0.148,0.01,0,0,3.612,0,0.109,0,0.233,3.684,0,0.102,0,69.55657558,West,2700,3.2,5.8,5.1,3184,5.92,18.1,78.1
9572,Erlangen-Höchstadt,Landkreis,132830,0,23.356,5.187,3.652,9.547,45.208,2.068,0.818,0.696,0.268,0.606,0,0.036,0,0.434,0,0.014,0.077,0.014,0,0,4.209,0,0.053,0,0.191,3.49,0,0.074,0,76.14570634,West,3590,2.3,6.5,3.5,2771,7.78,19.2,6.8
9573,Fürth,Landkreis,113847,0,25.584,4.771,4.353,8.565,43.333,2.046,1.048,0.851,0.601,0.593,0,0.043,0,0.41,0,0.012,0.115,0.019,0,0,4.596,0,0.077,0,0.177,2.671,0,0.134,0,74.73436568,West,2683,3.3,4.8,2.1,2540,7.42,15.2,3.5
9574,Nürnberger Land,Landkreis,165918,0,25.975,4.444,3.847,9.337,43.166,1.918,0.857,0.761,0.509,0.604,0,0.03,0,0.287,0,0.015,0.102,0.01,0,0,3.889,0,0.084,0,0.139,3.914,0,0.111,0,75.04417372,West,2955,3,6.5,7.8,3666,7.11,15,16.5
9575,Neustadt a.d.Aisch-Bad Windsheim,Landkreis,97808,0,21.158,4.454,3.677,8.265,49.149,1.97,0.994,0.721,0.48,1.245,0,0.033,0,0.482,0,0.015,0.101,0.063,0,0,3.791,0,0.065,0,0.175,3.04,0,0.122,0,70.67695409,West,2596,2.5,4.9,3.9,2932,5.66,11.9,75
9576,Roth,Landkreis,123890,0,22.628,4.479,3.78,7.393,48.627,1.975,0.908,0.706,0.44,0.721,0,0.055,0,0.398,0,0.006,0.115,0.02,0,0,3.918,0,0.084,0,0.223,3.406,0,0.119,0,74.10524798,West,2798,2.9,4.9,7.3,3162,6.53,15.2,52
9577,Weißenburg-Gunzenhausen,Landkreis,92518,0,23.374,3.886,3.47,7.585,49.555,2.036,1.068,0.59,0.366,1.033,0,0.053,0,0.479,0,0.024,0.144,0.022,0,0,3.417,0,0.103,0,0.198,2.503,0,0.093,0,68.75921867,West,2894,3.4,6.3,3.8,3748,5.87,23.3,60.7
9661,Aschaffenburg,krsfr. Stadt,68167,0,23.251,5.736,4.437,10.621,43.99,2.243,1.089,0.775,0.466,0.713,0,0.031,0,0.438,0,0.009,0.139,0.108,0,0,4.061,0,0.059,0,0.204,1.487,0,0.142,0,65.81493922,West,3157,5.9,13.4,4.4,8761,8.33,17.9,0
9662,Schweinfurt,krsfr. Stadt,51610,0,26.113,4.438,7.896,7.461,43.027,2.069,0.877,0.546,0.817,0.529,0,0.039,0,0.378,0,0.013,0.077,0.116,0,0,3.647,0,0.146,0,0.116,1.634,0,0.06,0,60.1242363,West,3697,6.2,12.4,3.7,24900,6.19,12.2,0
9663,Würzburg,krsfr. Stadt,124219,0,22.81,6.064,4.888,14.859,39.873,3.047,0.378,0.646,0.495,0.968,0,0.028,0,0.204,0,0.01,0.092,0.026,0,0,4.07,0,0.06,0,0.188,1.189,0,0.104,0,69.04466128,West,3129,4.5,8.7,5.6,9762,9.36,22.4,0
9671,Aschaffenburg,Landkreis,172776,0,21.532,5.306,3.356,7.936,48.984,1.875,1.235,0.874,0.607,0.578,0,0.043,0,0.434,0,0.012,0.15,0.041,0,0,4.072,0,0.141,0,0.203,2.496,0,0.124,0,73.34202974,West,2956,3.2,7.4,2.9,2786,7.04,15,3.6
9672,Bad Kissingen,Landkreis,102901,0,17.345,4.578,4.35,6.797,54.922,1.957,1.08,0.607,0.747,0.74,0,0.047,0,0.453,0,0.019,0.11,0.027,0,0,3.574,0,0.093,0,0.184,2.222,0,0.147,0,70.65778439,West,2726,3.8,3.7,2.3,3373,5.14,10.8,64.2
9673,Rhön-Grabfeld,Landkreis,79676,0,16.386,4.875,4.646,6.534,56.016,1.907,1.043,0.557,0.454,0.452,0,0.057,0,0.43,0,0.018,0.112,0.022,0,0,3.224,0,0.061,0,0.182,2.902,0,0.121,0,70.99938405,West,2882,3.2,3,2.4,3316,5.45,15.6,81.1
9674,Haßberge,Landkreis,84152,0,20.868,4.934,4.612,5.881,50.604,1.949,1.849,0.626,0.481,0.972,0,0.027,0,0.597,0,0.016,0.104,0.029,0,0,2.872,0,0.086,0,0.243,3.052,0,0.198,0,72.27120528,West,2923,3.5,3,4.2,3287,5.35,8.5,74.1
9675,Kitzingen,Landkreis,88492,0,20.139,4.379,3.914,7.149,51.033,2.005,0.931,0.645,0.696,0.725,0,0.035,0,0.798,0,0.02,0.08,0.008,0,0,3.175,0,0.063,0,0.188,3.911,0,0.106,0,71.15932848,West,2872,3.2,5.9,3.6,3954,5.85,23.3,49.1
9676,Miltenberg,Landkreis,127941,0,21.713,4.982,3.523,6.734,49.624,1.77,1.155,0.718,0.551,0.763,0,0.156,0,0.36,0,0.024,0.119,0.021,0,0,3.757,0,0.068,0,0.225,3.642,0,0.096,0,71.32767043,West,2965,3.3,9.2,4.8,3151,6.33,21.2,20.3
9677,Main-Spessart,Landkreis,125915,0,21.41,4.122,3.328,7.343,49.311,1.997,0.843,0.859,0.852,0.54,0,0.061,0,0.382,0,0.02,0.117,0.015,0,0,4.123,0,0.06,0,0.201,4.278,0,0.137,0,73.37806503,West,3233,2.5,4.9,2,3076,5.59,13,56.4
9678,Schweinfurt,Landkreis,113747,0,19.128,4.036,4.713,6.9,53.623,1.523,0.995,0.605,0.868,0.563,0,0.044,0,0.516,0,0.015,0.084,0.031,0,0,3.345,0,0.083,0,0.214,2.581,0,0.132,0,74.61698898,West,2573,3,3.8,8.9,2412,5.58,13.1,54.7
9679,Würzburg,Landkreis,159253,0,22.321,4.476,3.399,9.439,48.435,1.992,0.71,0.717,0.971,0.749,0,0.031,0,0.367,0,0.013,0.107,0.011,0,0,3.72,0,0.055,0,0.196,2.176,0,0.115,0,77.0427279,West,2763,2.7,4.4,2.8,2374,7.18,22.5,33.6
9761,Augsburg,krsfr. Stadt,281111,0,22.568,4.626,5.767,10.96,42.799,2.657,0.657,0.76,0.437,0.807,0,0.088,0,0.515,0,0.033,0.162,0.068,0,0,5.275,0,0.093,0,0.19,1.435,0,0.102,0,63.66607915,West,3319,6.7,18.3,3.9,9128,9.02,26.2,0
9762,Kaufbeuren,krsfr. Stadt,42014,0,17.476,4.922,4.373,8.135,51.139,2.181,0.703,0.78,0.318,0.949,0,0.021,0,1.191,0,0.005,0.087,0.041,0,0,4.814,0,0.056,0,0.272,2.402,0,0.133,0,62.49960197,West,2875,5.8,11.4,7,6105,6.5,17.5,0
9763,Kempten,krsfr. Stadt,65624,0,19.842,6.039,4.961,9.052,46.452,1.812,0.469,0.813,0.942,1.231,0,0.075,0,0.442,0,0.024,0.119,0.048,0,0,5.189,0,0.048,0,0.18,2.19,0,0.071,0,61.64851413,West,2990,4.9,12.9,7.9,6572,7.95,28.1,0
9764,Memmingen,krsfr. Stadt,42201,0,20.495,4.946,3.674,7.463,48.068,1.874,1.219,0.649,0.47,2.428,0,0.021,0,0.464,0,0.026,0.111,0.005,0,0,5.516,0,0.074,0,0.185,2.238,0,0.074,0,63.94396336,West,3071,3.9,14.4,5.6,7322,7.75,19.8,0
9771,Aichach-Friedberg,Landkreis,129294,0,15.513,4.644,2.796,6.911,56.062,1.735,0.653,0.75,0.786,1.222,0,0.152,0,1.287,0,0.007,0.11,0.013,0,0,5.009,0,0.068,0,0.19,2.014,0,0.078,0,72.44799545,West,2820,2.7,6.3,3.2,2949,8.19,26.3,40.4
9772,Augsburg,Landkreis,242697,0,17.732,4.67,3.479,7.212,52.871,1.803,0.755,0.816,0.538,0.882,0,0.21,0,0.757,0,0.021,0.132,0.029,0,0,5.288,0,0.086,0,0.236,2.373,0,0.11,0,71.32828496,West,2790,3,7.2,4.6,3319,7.73,21.8,28.1
9773,Dillingen a.d.Donau,Landkreis,93478,0,16.433,5.156,3.225,5.813,53.944,1.503,1.359,0.699,1.378,0.678,0,0.113,0,0.822,0,0.013,0.131,0.017,0,0,4.381,0,0.065,0,0.288,3.897,0,0.086,0,67.12114067,West,2961,2.4,6.7,4.2,4033,6.28,19.6,69.1
9774,Günzburg,Landkreis,121828,0,16.541,4.292,3.181,5.775,55.231,1.737,1.48,0.817,0.541,1.023,0,0.045,0,0.819,0,0.022,0.118,0.015,0,0,5.717,0,0.07,0,0.266,2.186,0,0.123,0,65.95532442,West,2958,2.9,10.1,7.4,4497,6.57,19,29.5
9775,Neu-Ulm,Landkreis,167847,0,20.677,4.972,4.338,7.37,49.058,2.027,1.535,0.717,0.217,0.937,0,0.033,0,0.401,0,0.024,0.118,0.042,0,0,5.682,0,0.101,0,0.206,1.442,0,0.101,0,68.99410314,West,3227,3.1,11.7,3.6,5095,8.28,18.4,9.3
